job_id,animation,direction,frame_count,status,base_sprite,generated_pose,raw_output,normalized_output,preview,qa_notes
walk_right,walk,right,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/walk/raw/walk_right_imagegen_base_only_chromakey.png,assets/characters/green_warrior_v3/walk/raw/walk_right_raw.png,assets/characters/green_warrior_v3/walk/frames/walk_right_01.png,assets/characters/green_warrior_v3/walk/preview/walk_right_preview.png,"Approved fresh base-reference-only walk redo: 8 frames, 128x128 default_128 profile, anchor {x:64,y:120}, source generated from canonical v3 base only, shared scale 0.3251, height drift 3px, worst padding L/T/R/B [33, 14, 32, 16], raw gutter est 430px, no v2/idle/old-walk reference, no shield/off-hand weapon, approved 2026-04-26 18:50:21 -0500."
walk_up_right,walk,up_right,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/walk/raw/walk_up_right_imagegen_base_only_chromakey.png,assets/characters/green_warrior_v3/walk/raw/walk_up_right_raw.png,assets/characters/green_warrior_v3/walk/frames/walk_up_right_01.png,assets/characters/green_warrior_v3/walk/preview/walk_up_right_preview.png,"Approved fresh base-reference-only walk redo: 8 frames, 128x128 default_128 profile, anchor {x:64,y:120}, source generated from canonical v3 base only, shared scale 0.3294, height drift 6px, worst padding L/T/R/B [20, 14, 19, 16], raw gutter est 368px, no v2/idle/old-walk reference, no shield/off-hand weapon, approved 2026-04-26 18:50:21 -0500."
walk_up,walk,up,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/walk/raw/walk_up_imagegen_base_only_chromakey.png,assets/characters/green_warrior_v3/walk/raw/walk_up_raw.png,assets/characters/green_warrior_v3/walk/frames/walk_up_01.png,assets/characters/green_warrior_v3/walk/preview/walk_up_preview.png,"Approved fresh base-reference-only walk redo: 8 frames, 128x128 default_128 profile, anchor {x:64,y:120}, source generated from canonical v3 base only, shared scale 0.3272, height drift 5px, worst padding L/T/R/B [20, 13, 20, 16], raw gutter est 369px, no v2/idle/old-walk reference, no shield/off-hand weapon, approved 2026-04-26 18:50:21 -0500."
walk_up_left,walk,up_left,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/walk/raw/walk_up_left_imagegen_base_only_chromakey.png,assets/characters/green_warrior_v3/walk/raw/walk_up_left_raw.png,assets/characters/green_warrior_v3/walk/frames/walk_up_left_01.png,assets/characters/green_warrior_v3/walk/preview/walk_up_left_preview.png,"Approved fresh base-reference-only walk redo: 8 frames, 128x128 default_128 profile, anchor {x:64,y:120}, source generated from canonical v3 base only, shared scale 0.3283, height drift 4px, worst padding L/T/R/B [37, 14, 36, 16], raw gutter est 457px, no v2/idle/old-walk reference, no shield/off-hand weapon, approved 2026-04-26 18:50:21 -0500."
walk_left,walk,left,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/walk/raw/walk_left_imagegen_base_only_chromakey.png,assets/characters/green_warrior_v3/walk/raw/walk_left_raw.png,assets/characters/green_warrior_v3/walk/frames/walk_left_01.png,assets/characters/green_warrior_v3/walk/preview/walk_left_preview.png,"Approved fresh base-reference-only walk redo: 8 frames, 128x128 default_128 profile, anchor {x:64,y:120}, source generated from canonical v3 base only, shared scale 0.2897, height drift 3px, worst padding L/T/R/B [36, 13, 35, 16], raw gutter est 428px, no v2/idle/old-walk reference, no shield/off-hand weapon, approved 2026-04-26 18:50:21 -0500."
walk_down_left,walk,down_left,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/walk/raw/walk_down_left_imagegen_base_only_chromakey.png,assets/characters/green_warrior_v3/walk/raw/walk_down_left_raw.png,assets/characters/green_warrior_v3/walk/frames/walk_down_left_01.png,assets/characters/green_warrior_v3/walk/preview/walk_down_left_preview.png,"Approved fresh base-reference-only walk redo: 8 frames, 128x128 default_128 profile, anchor {x:64,y:120}, source generated from canonical v3 base only, shared scale 0.2967, height drift 4px, worst padding L/T/R/B [25, 13, 24, 16], raw gutter est 369px, no v2/idle/old-walk reference, no shield/off-hand weapon, approved 2026-04-26 18:50:21 -0500."
sprint_down,sprint,down,8,in_progress,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,,,,,Owner: Codex sprite thread; claimed: 2026-04-26 19:51:20 -0500; scope: sprint_down only; base reference only sprint pipeline
sprint_down_right,sprint,down_right,8,in_progress,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,,,,,Owner: Codex sprite thread; claimed: 2026-04-26 19:54:37 -0500; scope: sprint_down_right only; base reference only sprint pipeline
sprint_right,sprint,right,8,in_progress,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,,,,,Owner: Codex sprite thread; claimed: 2026-04-26 19:59:43 -0500; scope: sprint_right only; base reference only sprint pipeline
sprint_up_right,sprint,up_right,8,in_progress,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,,,,,Owner: Codex sprite thread; claimed: 2026-04-26 20:04:25 -0500; scope: sprint_up_right only; base reference only sprint pipeline
sprint_up,sprint,up,8,pending,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,,,,,"Reset for fresh base-reference-only sprint pipeline on 2026-04-26; use default_128 profile, 8 frames, no assembly."
sprint_up_left,sprint,up_left,8,pending,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,,,,,"Reset for fresh base-reference-only sprint pipeline on 2026-04-26; use default_128 profile, 8 frames, no assembly."
sprint_left,sprint,left,8,pending,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,,,,,"Reset for fresh base-reference-only sprint pipeline on 2026-04-26; use default_128 profile, 8 frames, no assembly."
sprint_down_left,sprint,down_left,8,pending,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,,,,,"Reset for fresh base-reference-only sprint pipeline on 2026-04-26; use default_128 profile, 8 frames, no assembly."
dodge_down,dodge,down,5,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/dodge/raw/dodge_down_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/dodge/raw/dodge_down_raw.png,assets/characters/green_warrior_v3/dodge/frames/dodge_down_01.png,assets/characters/green_warrior_v3/dodge/preview/dodge_down_preview.png,"Approved fresh v3 dodge_down: 5 frames, default_128, down/front-facing with clear roll in frame 4, source gaps >=254px, raw gutters >=642px, shared scale 0.4737, worst padding L20/T12/R20/B8px, no shield/off-hand weapon, no v2 source, review GIF assets/characters/green_warrior_v3/dodge/preview/dodge_down_anim.gif."
dodge_down_right,dodge,down_right,5,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/dodge/raw/dodge_down_right_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/dodge/raw/dodge_down_right_raw.png,assets/characters/green_warrior_v3/dodge/frames/dodge_down_right_01.png,assets/characters/green_warrior_v3/dodge/preview/dodge_down_right_preview.png,"Approved fresh v3 dodge_down_right: 5 frames, default_128, down-right diagonal-forward with clear roll in frame 4, source gaps >=174px, raw gutters >=561px, shared scale 0.4000, worst padding L12/T12/R12/B8px, no shield/off-hand weapon, no v2 source, review GIF assets/characters/green_warrior_v3/dodge/preview/dodge_down_right_anim.gif."
dodge_right,dodge,right,5,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/dodge/raw/dodge_right_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/dodge/raw/dodge_right_raw.png,assets/characters/green_warrior_v3/dodge/frames/dodge_right_01.png,assets/characters/green_warrior_v3/dodge/preview/dodge_right_preview.png,"Approved fresh v3 dodge right: 5 frames, default_128, screen-right row with clear roll in frame 4, source gaps >=239px before cleanup, raw gutters >=624px after repack, shared scale 0.4463, worst padding L20/T12/R20/B8px, no shield/off-hand weapon, no v2 source, review GIF assets/characters/green_warrior_v3/dodge/preview/dodge_right_anim.gif."
dodge_up_right,dodge,up_right,5,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/dodge/raw/dodge_up_right_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/dodge/raw/dodge_up_right_raw.png,assets/characters/green_warrior_v3/dodge/frames/dodge_up_right_01.png,assets/characters/green_warrior_v3/dodge/preview/dodge_up_right_preview.png,"Approved fresh v3 dodge_up_right: 5 frames, default_128, up-right away-facing back/side diagonal with clear roll in frame 4, source gaps >=169px, raw gutters >=601px, shared scale 0.4122, worst padding L16/T12/R16/B8px, no shield/off-hand weapon, no v2 source, review GIF assets/characters/green_warrior_v3/dodge/preview/dodge_up_right_anim.gif."
dodge_up,dodge,up,5,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/dodge/raw/dodge_up_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/dodge/raw/dodge_up_raw.png,assets/characters/green_warrior_v3/dodge/frames/dodge_up_01.png,assets/characters/green_warrior_v3/dodge/preview/dodge_up_preview.png,"Approved fresh v3 dodge_up: 5 frames, default_128, up/back-facing with clear roll in frame 4, source gaps >=212px, raw gutters >=613px, shared scale 0.4154, worst padding L19/T12/R19/B8px, no shield/off-hand weapon, no v2 source, review GIF assets/characters/green_warrior_v3/dodge/preview/dodge_up_anim.gif."
dodge_up_left,dodge,up_left,5,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/dodge/raw/dodge_up_left_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/dodge/raw/dodge_up_left_raw.png,assets/characters/green_warrior_v3/dodge/frames/dodge_up_left_01.png,assets/characters/green_warrior_v3/dodge/preview/dodge_up_left_preview.png,"Approved fresh v3 dodge_up_left: 5 frames, default_128, up-left away-facing back/side diagonal with clear roll in frame 4, source gaps >=204px, raw gutters >=596px, shared scale 0.4000, worst padding L17/T12/R16/B8px, no shield/off-hand weapon, no v2 source, review GIF assets/characters/green_warrior_v3/dodge/preview/dodge_up_left_anim.gif."
dodge_left,dodge,left,5,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/dodge/raw/dodge_left_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/dodge/raw/dodge_left_raw.png,assets/characters/green_warrior_v3/dodge/frames/dodge_left_01.png,assets/characters/green_warrior_v3/dodge/preview/dodge_left_preview.png,"Approved fresh v3 dodge_left: 5 frames, default_128, screen-left side profile with clear roll in frame 4, source gaps >=204px, raw gutters >=595px, shared scale 0.4228, worst padding L12/T17/R12/B8px, no shield/off-hand weapon, no v2 source, review GIF assets/characters/green_warrior_v3/dodge/preview/dodge_left_anim.gif."
dodge_down_left,dodge,down_left,5,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/dodge/raw/dodge_down_left_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/dodge/raw/dodge_down_left_raw.png,assets/characters/green_warrior_v3/dodge/frames/dodge_down_left_01.png,assets/characters/green_warrior_v3/dodge/preview/dodge_down_left_preview.png,"Approved fresh v3 dodge_down_left: 5 frames, default_128, down-left diagonal-forward with clear roll in frame 4, source gaps >=203px, raw gutters >=605px, shared scale 0.4444, worst padding L12/T16/R12/B8px, no shield/off-hand weapon, no v2 source, review GIF assets/characters/green_warrior_v3/dodge/preview/dodge_down_left_anim.gif."
attack_down,attack,down,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/attack/raw/attack_down_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/attack/raw/attack_down_raw.png,assets/characters/green_warrior_v3/attack/frames/attack_down_01.png,assets/characters/green_warrior_v3/attack/preview/attack_down_preview.png,Approved after full source regeneration for direction QA - 8 frames - expanded_action_384 - all frames down/front-facing including attack_down_07 - raw gutters >=3093px - no edge contact - no shield/off-hand weapon - fresh image-generated attack + down source.
attack_down_right,attack,down_right,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/attack/raw/attack_down_right_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/attack/raw/attack_down_right_raw.png,assets/characters/green_warrior_v3/attack/frames/attack_down_right_01.png,assets/characters/green_warrior_v3/attack/preview/attack_down_right_preview.png,Approved fresh image-generated attack + down_right source - 8 frames - expanded_action_384 - raw gutters >=3083px - no edge contact - no shield/off-hand weapon - source crop and gutter contamination checks passed.
attack_right,attack,right,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/attack/raw/attack_right_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/attack/raw/attack_right_raw.png,assets/characters/green_warrior_v3/attack/frames/attack_right_01.png,assets/characters/green_warrior_v3/attack/preview/attack_right_preview.png,Approved fresh image-generated attack + right source - 8 frames - expanded_action_384 - raw gutters >=3084px - no edge contact - no shield/off-hand weapon - side-padding and creative-motion checks passed.
attack_up_right,attack,up_right,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/attack/raw/attack_up_right_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/attack/raw/attack_up_right_raw.png,assets/characters/green_warrior_v3/attack/frames/attack_up_right_01.png,assets/characters/green_warrior_v3/attack/preview/attack_up_right_preview.png,Approved fresh image-generated attack + up_right source - 8 frames - expanded_action_384 - away-facing direction maintained - raw gutters >=3087px - no edge contact - no shield/off-hand weapon.
attack_up,attack,up,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/attack/raw/attack_up_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/attack/raw/attack_up_raw.png,assets/characters/green_warrior_v3/attack/frames/attack_up_01.png,assets/characters/green_warrior_v3/attack/preview/attack_up_preview.png,Approved fresh image-generated attack + up source - 8 frames - expanded_action_384 - back-facing direction maintained - raw gutters >=3082px - no edge contact - no shield/off-hand weapon.
attack_up_left,attack,up_left,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/attack/raw/attack_up_left_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/attack/raw/attack_up_left_raw.png,assets/characters/green_warrior_v3/attack/frames/attack_up_left_01.png,assets/characters/green_warrior_v3/attack/preview/attack_up_left_preview.png,Approved fresh image-generated attack + up_left source - 8 frames - expanded_action_384 - away-facing direction maintained - raw gutters >=3082px - no edge contact - no shield/off-hand weapon.
attack_left,attack,left,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/attack/raw/attack_left_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/attack/raw/attack_left_raw.png,assets/characters/green_warrior_v3/attack/frames/attack_left_01.png,assets/characters/green_warrior_v3/attack/preview/attack_left_preview.png,Approved fresh image-generated attack + left source - 8 frames - expanded_action_384 - left-facing side profile maintained - raw gutters >=3087px - no edge contact - no shield/off-hand weapon.
attack_down_left,attack,down_left,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/attack/raw/attack_down_left_imagegen_source_chromakey.png,assets/characters/green_warrior_v3/attack/raw/attack_down_left_raw.png,assets/characters/green_warrior_v3/attack/frames/attack_down_left_01.png,assets/characters/green_warrior_v3/attack/preview/attack_down_left_preview.png,Approved fresh image-generated attack + down_left source - 8 frames - expanded_action_384 - down-left diagonal-forward direction maintained - raw gutters >=3095px - no edge contact - no shield/off-hand weapon.
special_down,special,down,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/special/raw/special_down_grouped_poses.png,assets/characters/green_warrior_v3/special/raw/special_down_raw.png,assets/characters/green_warrior_v3/special/frames/special_down_01.png,assets/characters/green_warrior_v3/special/preview/special_down_preview.png,"Approved fresh image-generated special + down source: 8 frames, 384x384 expanded_action_384 profile, cool blue/cyan glow power effect, min raw gutter 3441px, worst padding L112/T100/R111/B18px, no edge contact, direction/creative-motion/source-authenticity checks passed, no v2 source used."
special_down_right,special,down_right,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/special/raw/special_down_right_grouped_poses.png,assets/characters/green_warrior_v3/special/raw/special_down_right_raw.png,assets/characters/green_warrior_v3/special/frames/special_down_right_01.png,assets/characters/green_warrior_v3/special/preview/special_down_right_preview.png,"Approved fresh image-generated special + down_right source: 8 frames, 384x384 expanded_action_384 profile, cool blue/cyan glow power effect, min raw gutter 3435px, worst padding L102/T201/R101/B18px, no edge contact, direction/creative-motion/source-authenticity checks passed, no v2 source used."
special_right,special,right,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/special/raw/special_right_grouped_poses.png,assets/characters/green_warrior_v3/special/raw/special_right_raw.png,assets/characters/green_warrior_v3/special/frames/special_right_01.png,assets/characters/green_warrior_v3/special/preview/special_right_preview.png,"Approved fresh image-generated special + right source: 8 frames, 384x384 expanded_action_384 profile, cool blue/cyan glow power effect, min raw gutter 3415px, worst padding L100/T186/R99/B19px, no edge contact, direction/creative-motion/source-authenticity checks passed, no v2 source used."
special_up_right,special,up_right,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/special/raw/special_up_right_grouped_poses.png,assets/characters/green_warrior_v3/special/raw/special_up_right_raw.png,assets/characters/green_warrior_v3/special/frames/special_up_right_01.png,assets/characters/green_warrior_v3/special/preview/special_up_right_preview.png,"Approved fresh image-generated special + up_right source: 8 frames, 384x384 expanded_action_384 profile, cool blue/cyan glow power effect, min raw gutter 3429px, worst padding L103/T109/R102/B19px, no edge contact, direction/creative-motion/source-authenticity checks passed, no v2 source used."
special_up,special,up,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/special/raw/special_up_grouped_poses.png,assets/characters/green_warrior_v3/special/raw/special_up_raw.png,assets/characters/green_warrior_v3/special/frames/special_up_01.png,assets/characters/green_warrior_v3/special/preview/special_up_preview.png,"Approved fresh image-generated special + up source: 8 frames, 384x384 expanded_action_384 profile, cool blue/cyan glow power effect, min raw gutter 3449px, worst padding L116/T100/R116/B18px, no edge contact, direction/creative-motion/source-authenticity checks passed, no v2 source used."
special_up_left,special,up_left,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/special/raw/special_up_left_grouped_poses.png,assets/characters/green_warrior_v3/special/raw/special_up_left_raw.png,assets/characters/green_warrior_v3/special/frames/special_up_left_01.png,assets/characters/green_warrior_v3/special/preview/special_up_left_preview.png,"Approved fresh image-generated special + up_left source: 8 frames, 384x384 expanded_action_384 profile, cool blue/cyan glow power effect, min raw gutter 3438px, worst padding L107/T101/R107/B19px, no edge contact, direction/creative-motion/source-authenticity checks passed, no v2 source used."
special_left,special,left,8,needs_revision,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,,,,,Needs fresh regeneration: six image-generated special + left attempts rejected for wrong/mixed direction in lunge/contact frames; invalid normalized derivatives removed; see special/qa/special_left_qa.md.
special_down_left,special,down_left,8,approved,assets/characters/green_warrior_v3/base/warrior_base_v3_transparent.png,assets/characters/green_warrior_v3/special/raw/special_down_left_grouped_poses.png,assets/characters/green_warrior_v3/special/raw/special_down_left_raw.png,assets/characters/green_warrior_v3/special/frames/special_down_left_01.png,assets/characters/green_warrior_v3/special/preview/special_down_left_preview.png,"Approved fresh image-generated special + down_left source: 8 frames, 384x384 expanded_action_384 profile, cool blue/cyan glow power effect, min raw gutter 3415px, worst padding L100/T181/R99/B19px, no edge contact, direction/creative-motion/source-authenticity checks passed, no v2 source used."
