job_id,animation,direction,direction_set,required_directions,frame_count,subject_size,frame_profile,status,base_folder,base_sources,generated_pose,raw_output,normalized_output,preview,gif,local_tools,qa_notes
walk_east,walk,east,8_directional,south;southeast;east;northeast;north;northwest;west;southwest,8,default,default_128,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\east.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\walk_east_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\raw\walk_east_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\frames,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\preview\walk_east_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\gif\walk_east.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\tools\walk_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\qa\walk_east_qa.md
walk_northeast,walk,northeast,8_directional,south;southeast;east;northeast;north;northwest;west;southwest,8,default,default_128,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\north.png;D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\east.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\walk_northeast_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\raw\walk_northeast_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\frames,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\preview\walk_northeast_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\gif\walk_northeast.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\tools\walk_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\qa\walk_northeast_qa.md
walk_north,walk,north,8_directional,south;southeast;east;northeast;north;northwest;west;southwest,8,default,default_128,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\north.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\walk_north_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\raw\walk_north_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\frames,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\preview\walk_north_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\gif\walk_north.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\tools\walk_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\qa\walk_north_qa.md
walk_northwest,walk,northwest,8_directional,south;southeast;east;northeast;north;northwest;west;southwest,8,default,default_128,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\north.png;D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\west.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\walk_northwest_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\raw\walk_northwest_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\frames,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\preview\walk_northwest_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\gif\walk_northwest.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\tools\walk_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\qa\walk_northwest_qa.md
walk_west,walk,west,8_directional,south;southeast;east;northeast;north;northwest;west;southwest,8,default,default_128,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\west.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\walk_west_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\raw\walk_west_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\frames,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\preview\walk_west_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\gif\walk_west.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\tools\walk_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\qa\walk_west_qa.md
walk_southwest,walk,southwest,8_directional,south;southeast;east;northeast;north;northwest;west;southwest,8,default,default_128,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\south.png;D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\west.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\walk_southwest_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\raw\walk_southwest_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\frames,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\preview\walk_southwest_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\gif\walk_southwest.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\tools\walk_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\walk\qa\walk_southwest_qa.md
poison_spray_south,poison_spray,south,8_directional,south|southeast|east|northeast|north|northwest|west|southwest,8,default,expanded_action_384,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\south.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\poison_spray_south_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\raw\poison_spray_south_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\frames\poison_spray_south_01.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\preview\poison_spray_south_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\gif\poison_spray_south.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\tools\poison_spray_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\qa\poison_spray_south_qa.md
poison_spray_southeast,poison_spray,southeast,8_directional,south|southeast|east|northeast|north|northwest|west|southwest,8,default,expanded_action_384,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\south.png; D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\east.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\poison_spray_southeast_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\raw\poison_spray_southeast_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\frames\poison_spray_southeast_01.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\preview\poison_spray_southeast_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\gif\poison_spray_southeast.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\tools\poison_spray_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\qa\poison_spray_southeast_qa.md
poison_spray_east,poison_spray,east,8_directional,south|southeast|east|northeast|north|northwest|west|southwest,8,default,expanded_action_384,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\east.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\poison_spray_east_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\raw\poison_spray_east_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\frames\poison_spray_east_01.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\preview\poison_spray_east_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\gif\poison_spray_east.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\tools\poison_spray_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\qa\poison_spray_east_qa.md
poison_spray_northeast,poison_spray,northeast,8_directional,south|southeast|east|northeast|north|northwest|west|southwest,8,default,expanded_action_384,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\north.png; D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\east.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\poison_spray_northeast_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\raw\poison_spray_northeast_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\frames\poison_spray_northeast_01.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\preview\poison_spray_northeast_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\gif\poison_spray_northeast.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\tools\poison_spray_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\qa\poison_spray_northeast_qa.md
poison_spray_north,poison_spray,north,8_directional,south|southeast|east|northeast|north|northwest|west|southwest,8,default,expanded_action_384,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\north.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\poison_spray_north_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\raw\poison_spray_north_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\frames\poison_spray_north_01.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\preview\poison_spray_north_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\gif\poison_spray_north.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\tools\poison_spray_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\qa\poison_spray_north_qa.md
poison_spray_northwest,poison_spray,northwest,8_directional,south|southeast|east|northeast|north|northwest|west|southwest,8,default,expanded_action_384,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\north.png; D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\west.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\poison_spray_northwest_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\raw\poison_spray_northwest_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\frames\poison_spray_northwest_01.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\preview\poison_spray_northwest_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\gif\poison_spray_northwest.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\tools\poison_spray_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\qa\poison_spray_northwest_qa.md
poison_spray_west,poison_spray,west,8_directional,south|southeast|east|northeast|north|northwest|west|southwest,8,default,expanded_action_384,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\west.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\poison_spray_west_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\raw\poison_spray_west_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\frames\poison_spray_west_01.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\preview\poison_spray_west_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\gif\poison_spray_west.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\tools\poison_spray_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\qa\poison_spray_west_qa.md
poison_spray_southwest,poison_spray,southwest,8_directional,south|southeast|east|northeast|north|northwest|west|southwest,8,default,expanded_action_384,approved,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\south.png; D:\projects\MotherSeed2D\assets\monsters\shroom_boy\base\west.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\poison_spray_southwest_job_prompt.md,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\raw\poison_spray_southwest_raw.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\frames\poison_spray_southwest_01.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\preview\poison_spray_southwest_preview.png,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\gif\poison_spray_southwest.gif,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\tools\poison_spray_pipeline_helper.py,D:\projects\MotherSeed2D\assets\monsters\shroom_boy\poison_spray\qa\poison_spray_southwest_qa.md
